,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,positivity_bar_chart,song_name,artist_name,tsne_x_combined,tsne_y_combined
319,319,319,319,319,319,319,319,319,319,319,full,full,full,320,46,5,Verse 2,23,165,1,1,1,[320],"[('full', 'JJ')]",ADJ,POSITIVE,0.9995,The chumps acting ill because they're full of eight ball, the chumps acting ill because they're full of eight ball,NEGATIVE,0.9997,-0.9997,0,0.0,0.9995,181,0.9783783783783784,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-0.4236826002597809,-7.593587875366211
320,320,320,320,320,320,320,320,320,320,320,of,of,of,321,46,5,Verse 2,23,166,5,5,5,"[29, 186, 321, 477, 580]","[('of', 'IN')]",PREP,POSITIVE,0.9193,The chumps acting ill because they're full of eight ball, the chumps acting ill because they're full of eight ball,NEGATIVE,0.9997,-0.9997,0,0.0,0.9193,75,0.40540540540540543,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,11.757411003112793,3.9889528751373287
321,321,321,321,321,321,321,321,321,321,321,eight,eight,eight,322,46,5,Verse 2,23,167,1,1,1,[322],"[('eight', 'CD')]",DET,POSITIVE,0.9912,The chumps acting ill because they're full of eight ball, the chumps acting ill because they're full of eight ball,NEGATIVE,0.9997,-0.9997,0,0.0,0.9912,126,0.6810810810810811,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,6.375961780548098,-14.064266204833984
322,322,322,322,322,322,322,322,322,322,322,ball,ball,ball,323,46,5,Verse 2,23,168,1,1,1,[323],"[('ball', 'NN')]",N,POSITIVE,0.9941,The chumps acting ill because they're full of eight ball, the chumps acting ill because they're full of eight ball,NEGATIVE,0.9997,-0.9997,0,0.0,0.9941,139,0.7513513513513513,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,1.0303691625595093,7.070611000061035
323,323,323,323,323,323,323,323,323,323,323,Gunshots,Gunshots,gunshots,324,47,5,Verse 2,24,169,1,1,1,[324],"[('gunshots', 'NNS')]",N,NEGATIVE,0.995,Gunshots raged out like a bell, gunshots raged out like a bell,NEGATIVE,0.9948,-0.9948,15,0.2307692307692308,-0.995,22,0.11891891891891893,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,6.9870362281799325,-0.5141478180885315
324,324,324,324,324,324,324,324,324,324,324,raged,raged,raged,325,47,5,Verse 2,24,170,1,1,1,[325],"[('raged', 'VBN')]",V,NEGATIVE,0.9986,Gunshots raged out like a bell, gunshots raged out like a bell,NEGATIVE,0.9948,-0.9948,15,0.2307692307692308,-0.9986,10,0.054054054054054064,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,-2.015853881835937,-4.19469690322876
325,325,325,325,325,325,325,325,325,325,325,out,out,out,326,47,5,Verse 2,24,171,6,6,6,"[132, 295, 326, 396, 550, 579]","[('out', 'IN')]",PREP,NEGATIVE,0.9803,Gunshots raged out like a bell, gunshots raged out like a bell,NEGATIVE,0.9948,-0.9948,15,0.2307692307692308,-0.9803,31,0.16756756756756758,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,-10.453582763671877,-6.555694580078125
326,326,326,326,326,326,326,326,326,326,326,like,like,like,327,47,5,Verse 2,24,172,9,9,9,"[33, 61, 72, 85, 183, 327, 458, 497, 501]","[('like', 'IN')]",PREP,POSITIVE,0.9911,Gunshots raged out like a bell, gunshots raged out like a bell,NEGATIVE,0.9948,-0.9948,15,0.2307692307692308,0.9911,125,0.6756756756756757,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,10.013649940490724,-8.936087608337402
327,327,327,327,327,327,327,327,327,327,327,a,a,a,328,47,5,Verse 2,24,173,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,Gunshots raged out like a bell, gunshots raged out like a bell,NEGATIVE,0.9948,-0.9948,15,0.2307692307692308,0.9873,114,0.6162162162162163,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,14.46420669555664,-0.8100928068161011
328,328,328,328,328,328,328,328,328,328,328,bell,bell,bell,329,47,5,Verse 2,24,174,1,1,1,[329],"[('bell', 'NN')]",N,POSITIVE,0.9597,Gunshots raged out like a bell, gunshots raged out like a bell,NEGATIVE,0.9948,-0.9948,15,0.2307692307692308,0.9597,82,0.4432432432432433,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-0.17017921805381775,7.931682109832764
329,329,329,329,329,329,329,329,329,329,329,I,I,I,330,48,5,Verse 2,25,175,12,12,12,"[44, 57, 91, 196, 200, 247, 258, 275, 330, 335, 375, 536]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.18461538461538465,0.9797,99,0.5351351351351351,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,10.167547225952148,-4.051788806915283
330,330,330,330,330,330,330,330,330,330,330,grabbed,grabbed,grabbed,331,48,5,Verse 2,25,176,1,1,1,[331],"[('grabbed', 'NNS')]",N,POSITIVE,0.9774,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.18461538461538465,0.9774,92,0.4972972972972973,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-3.51157283782959,-2.578725576400757
331,331,331,331,331,331,331,331,331,331,331,my,my,my,332,48,5,Verse 2,25,177,11,11,11,"[136, 223, 230, 332, 347, 400, 438, 456, 523, 538, 554]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.18461538461538465,0.9935,135,0.7297297297297297,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-9.000388145446777,-12.291399955749512
332,332,332,332,332,332,332,332,332,332,332,nine,nine,nine,333,48,5,Verse 2,25,178,2,2,2,"[306, 333]","[('nine', 'CD')]",DET,POSITIVE,0.9934,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.18461538461538465,0.9934,134,0.7243243243243244,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,6.374690055847168,-14.057089805603027
333,333,333,333,333,333,333,333,333,333,333,all,all,all,334,48,5,Verse 2,25,179,3,3,3,"[334, 382, 442]","[('all', 'DT')]",DET,POSITIVE,0.9903,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.18461538461538465,0.9903,121,0.6540540540540539,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-12.680593490600586,-10.890480995178224
334,334,334,334,334,334,334,334,334,334,334,I,I,I,335,48,5,Verse 2,25,180,12,12,12,"[44, 57, 91, 196, 200, 247, 258, 275, 330, 335, 375, 536]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.18461538461538465,0.9797,99,0.5351351351351351,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,10.167547225952148,-4.051788806915283
335,335,335,335,335,335,335,335,335,335,335,heard,heard,heard,336,48,5,Verse 2,25,181,1,1,1,[336],"[('heard', 'NN')]",N,POSITIVE,0.9983,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.18461538461538465,0.9983,169,0.9135135135135136,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-16.895578384399414,6.449197292327881
336,336,336,336,336,336,336,336,336,336,336,were,were,were,337,48,5,Verse 2,25,182,2,2,2,"[282, 337]","[('were', 'VBD')]",V,POSITIVE,0.7284,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.18461538461538465,0.7284,58,0.31351351351351353,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,19.487173080444336,-2.000080347061157
337,337,337,337,337,337,337,337,337,337,337,shells,shells,shells,338,48,5,Verse 2,25,183,1,1,1,[338],"[('shells', 'NNS')]",N,POSITIVE,0.9887,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.18461538461538465,0.9887,117,0.6324324324324324,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,1.905856132507324,3.4012975692749023
338,338,338,338,338,338,338,338,338,338,338,Falling,Falling,falling,339,49,5,Verse 2,26,184,1,1,1,[339],"[('falling', 'VBG')]",V,NEGATIVE,0.9985,Falling on the concrete real fast, falling on the concrete real fast,POSITIVE,0.8699,0.8699,40,0.6153846153846154,-0.9985,11,0.05945945945945946,neg_word_pos_line,Ice Ice Baby,Vanilla Ice,0.4585922062397003,-5.60092830657959
339,339,339,339,339,339,339,339,339,339,339,on,on,on,340,49,5,Verse 2,26,185,9,9,9,"[213, 236, 252, 311, 340, 350, 369, 428, 493]","[('on', 'IN')]",PREP,POSITIVE,0.987,Falling on the concrete real fast, falling on the concrete real fast,POSITIVE,0.8699,0.8699,40,0.6153846153846154,0.987,113,0.6108108108108108,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,12.668045997619627,3.9341793060302734
340,340,340,340,340,340,340,340,340,340,340,the,the,the,341,49,5,Verse 2,26,186,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Falling on the concrete real fast, falling on the concrete real fast,POSITIVE,0.8699,0.8699,40,0.6153846153846154,0.9636,84,0.4540540540540541,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-0.7009652256965637,1.4191086292266846
341,341,341,341,341,341,341,341,341,341,341,concrete,concrete,concrete,342,49,5,Verse 2,26,187,1,1,1,[342],"[('concrete', 'NN')]",N,POSITIVE,0.9992,Falling on the concrete real fast, falling on the concrete real fast,POSITIVE,0.8699,0.8699,40,0.6153846153846154,0.9992,178,0.9621621621621622,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,4.034830570220946,13.225055694580078
342,342,342,342,342,342,342,342,342,342,342,real,real,real,343,49,5,Verse 2,26,188,1,1,1,[343],"[('real', 'JJ')]",ADJ,POSITIVE,0.9999,Falling on the concrete real fast, falling on the concrete real fast,POSITIVE,0.8699,0.8699,40,0.6153846153846154,0.9999,185,1.0,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-1.8562829494476318,-8.88314151763916
343,343,343,343,343,343,343,343,343,343,343,fast,fast,fast,344,49,5,Verse 2,26,189,2,2,2,"[344, 506]","[('fast', 'NN')]",N,POSITIVE,0.9989,Falling on the concrete real fast, falling on the concrete real fast,POSITIVE,0.8699,0.8699,40,0.6153846153846154,0.9989,175,0.9459459459459459,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-5.260507583618164,-9.670207977294922
344,344,344,344,344,344,344,344,344,344,344,Jumped,Jumped,jumped,345,50,5,Verse 2,27,190,1,1,1,[345],"[('jumped', 'NN')]",N,POSITIVE,0.9973,Jumped in my car slammed on the gas, jumped in my car slammed on the gas,NEGATIVE,0.9844,-0.9844,23,0.3538461538461539,0.9973,160,0.8648648648648649,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-3.560443162918092,-0.9881645441055298
345,345,345,345,345,345,345,345,345,345,345,in,in,in,346,50,5,Verse 2,27,191,5,5,5,"[166, 222, 346, 432, 452]","[('in', 'IN')]",PREP,POSITIVE,0.979,Jumped in my car slammed on the gas, jumped in my car slammed on the gas,NEGATIVE,0.9844,-0.9844,23,0.3538461538461539,0.979,96,0.5189189189189191,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,12.924335479736328,2.908642768859864
346,346,346,346,346,346,346,346,346,346,346,my,my,my,347,50,5,Verse 2,27,192,11,11,11,"[136, 223, 230, 332, 347, 400, 438, 456, 523, 538, 554]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,Jumped in my car slammed on the gas, jumped in my car slammed on the gas,NEGATIVE,0.9844,-0.9844,23,0.3538461538461539,0.9935,135,0.7297297297297297,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-9.000388145446777,-12.291399955749512
347,347,347,347,347,347,347,347,347,347,347,car,car,car,348,50,5,Verse 2,27,193,1,1,1,[348],"[('car', 'NN')]",N,POSITIVE,0.996,Jumped in my car slammed on the gas, jumped in my car slammed on the gas,NEGATIVE,0.9844,-0.9844,23,0.3538461538461539,0.996,149,0.8054054054054054,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-1.6155294179916382,15.721768379211426
348,348,348,348,348,348,348,348,348,348,348,slammed,slammed,slammed,349,50,5,Verse 2,27,194,1,1,1,[349],"[('slammed', 'VBN')]",V,NEGATIVE,0.9993,Jumped in my car slammed on the gas, jumped in my car slammed on the gas,NEGATIVE,0.9844,-0.9844,23,0.3538461538461539,-0.9993,4,0.021621621621621626,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,-2.8524932861328125,-3.477198600769043
349,349,349,349,349,349,349,349,349,349,349,on,on,on,350,50,5,Verse 2,27,195,9,9,9,"[213, 236, 252, 311, 340, 350, 369, 428, 493]","[('on', 'IN')]",PREP,POSITIVE,0.987,Jumped in my car slammed on the gas, jumped in my car slammed on the gas,NEGATIVE,0.9844,-0.9844,23,0.3538461538461539,0.987,113,0.6108108108108108,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,12.668045997619627,3.9341793060302734
350,350,350,350,350,350,350,350,350,350,350,the,the,the,351,50,5,Verse 2,27,196,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Jumped in my car slammed on the gas, jumped in my car slammed on the gas,NEGATIVE,0.9844,-0.9844,23,0.3538461538461539,0.9636,84,0.4540540540540541,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-0.7009652256965637,1.4191086292266846
351,351,351,351,351,351,351,351,351,351,351,gas,gas,gas,352,50,5,Verse 2,27,197,1,1,1,[352],"[('gas', 'NN')]",N,POSITIVE,0.7541,Jumped in my car slammed on the gas, jumped in my car slammed on the gas,NEGATIVE,0.9844,-0.9844,23,0.3538461538461539,0.7541,61,0.3297297297297297,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,3.5997982025146484,11.92136001586914
352,352,352,352,352,352,352,352,352,352,352,Bumper,Bumper,bumper,353,51,5,Verse 2,28,198,2,2,2,"[353, 355]","[('bumper', 'NN')]",N,NEGATIVE,0.9079,Bumper to bumper the avenue's packed, bumper to bumper the avenue's packed,POSITIVE,0.9997,0.9997,65,1.0,-0.9079,43,0.23243243243243245,neg_word_pos_line,Ice Ice Baby,Vanilla Ice,-2.1448352336883545,-0.9285264015197754
353,353,353,353,353,353,353,353,353,353,353,to,to,to,354,51,5,Verse 2,28,199,14,14,14,"[54, 173, 176, 218, 240, 254, 265, 277, 354, 361, 447, 487, 528, 583]","[('to', 'TO')]",OTH,POSITIVE,0.9653,Bumper to bumper the avenue's packed, bumper to bumper the avenue's packed,POSITIVE,0.9997,0.9997,65,1.0,0.9653,86,0.4648648648648649,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-12.766663551330565,8.213215827941895
354,354,354,354,354,354,354,354,354,354,354,bumper,bumper,bumper,355,51,5,Verse 2,28,200,2,2,2,"[353, 355]","[('bumper', 'NN')]",N,NEGATIVE,0.9079,Bumper to bumper the avenue's packed, bumper to bumper the avenue's packed,POSITIVE,0.9997,0.9997,65,1.0,-0.9079,43,0.23243243243243245,neg_word_pos_line,Ice Ice Baby,Vanilla Ice,-2.1448352336883545,-0.9285264015197754
355,355,355,355,355,355,355,355,355,355,355,the,the,the,356,51,5,Verse 2,28,201,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Bumper to bumper the avenue's packed, bumper to bumper the avenue's packed,POSITIVE,0.9997,0.9997,65,1.0,0.9636,84,0.4540540540540541,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-0.7009652256965637,1.4191086292266846
356,356,356,356,356,356,356,356,356,356,356,avenue's,avenue's,avenue's,357,51,5,Verse 2,28,202,1,1,1,[357],"[('avenue', 'NN'), (""'s"", 'POS')]",MULT,POSITIVE,0.9908,Bumper to bumper the avenue's packed, bumper to bumper the avenue's packed,POSITIVE,0.9997,0.9997,65,1.0,0.9908,124,0.6702702702702703,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,7.247802734375,-25.85371017456055
357,357,357,357,357,357,357,357,357,357,357,packed,packed,packed,358,51,5,Verse 2,28,203,1,1,1,[358],"[('packed', 'NNS')]",N,POSITIVE,0.9997,Bumper to bumper the avenue's packed, bumper to bumper the avenue's packed,POSITIVE,0.9997,0.9997,65,1.0,0.9997,183,0.9891891891891892,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-1.1149450540542605,-6.216103553771973
358,358,358,358,358,358,358,358,358,358,358,I'm,I'm,I'm,359,52,5,Verse 2,29,204,6,6,6,"[81, 212, 263, 294, 359, 423]","[('I', 'PRP'), (""'m"", 'VBP')]",MULT,POSITIVE,0.9981,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16923076923076924,0.9981,167,0.9027027027027028,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,14.987354278564453,-21.243955612182614
359,359,359,359,359,359,359,359,359,359,359,trying,trying,trying,360,52,5,Verse 2,29,205,1,1,1,[360],"[('trying', 'VBG')]",V,POSITIVE,0.9172,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16923076923076924,0.9172,74,0.4,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,0.4050576388835907,-3.6999993324279785
360,360,360,360,360,360,360,360,360,360,360,to,to,to,361,52,5,Verse 2,29,206,14,14,14,"[54, 173, 176, 218, 240, 254, 265, 277, 354, 361, 447, 487, 528, 583]","[('to', 'TO')]",OTH,POSITIVE,0.9653,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16923076923076924,0.9653,86,0.4648648648648649,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-12.766663551330565,8.213215827941895
361,361,361,361,361,361,361,361,361,361,361,get,get,get,362,52,5,Verse 2,29,207,3,3,3,"[362, 529, 578]","[('get', 'VB')]",V,POSITIVE,0.9973,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16923076923076924,0.9973,160,0.8648648648648649,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-10.808104515075684,3.9108567237854
362,362,362,362,362,362,362,362,362,362,362,away,away,away,363,52,5,Verse 2,29,208,1,1,1,[363],"[('away', 'RB')]",ADV,NEGATIVE,0.9977,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16923076923076924,-0.9977,14,0.07567567567567568,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,-9.908713340759276,-9.097740173339844
363,363,363,363,363,363,363,363,363,363,363,before,before,before,364,52,5,Verse 2,29,209,1,1,1,[364],"[('before', 'IN')]",PREP,POSITIVE,0.8023,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16923076923076924,0.8023,64,0.3459459459459461,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,12.3239164352417,-8.772102355957031
364,364,364,364,364,364,364,364,364,364,364,the,the,the,365,52,5,Verse 2,29,210,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16923076923076924,0.9636,84,0.4540540540540541,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-0.7009652256965637,1.4191086292266846
365,365,365,365,365,365,365,365,365,365,365,jackers,jackers,jackers,366,52,5,Verse 2,29,211,1,1,1,[366],"[('jackers', 'NNS')]",N,NEGATIVE,0.8494,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16923076923076924,-0.8494,48,0.2594594594594595,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,10.683197975158693,15.418100357055664
366,366,366,366,366,366,366,366,366,366,366,jack,jack,jack,367,52,5,Verse 2,29,212,1,1,1,[367],"[('jack', 'NN')]",N,POSITIVE,0.9983,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16923076923076924,0.9983,169,0.9135135135135136,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,3.351204872131348,-11.446151733398438
367,367,367,367,367,367,367,367,367,367,367,Police,Police,police,368,53,5,Verse 2,30,213,1,1,1,[368],"[('police', 'NNS')]",N,NEGATIVE,0.9463,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,31,0.476923076923077,-0.9463,36,0.1945945945945946,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,1.842782735824585,16.559743881225586
368,368,368,368,368,368,368,368,368,368,368,on,on,on,369,53,5,Verse 2,30,214,9,9,9,"[213, 236, 252, 311, 340, 350, 369, 428, 493]","[('on', 'IN')]",PREP,POSITIVE,0.987,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,31,0.476923076923077,0.987,113,0.6108108108108108,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,12.668045997619627,3.9341793060302734
369,369,369,369,369,369,369,369,369,369,369,the,the,the,370,53,5,Verse 2,30,215,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,31,0.476923076923077,0.9636,84,0.4540540540540541,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-0.7009652256965637,1.4191086292266846
370,370,370,370,370,370,370,370,370,370,370,scene,scene,scene,371,53,5,Verse 2,30,216,2,2,2,"[371, 430]","[('scene', 'NN')]",N,POSITIVE,0.9878,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,31,0.476923076923077,0.9878,115,0.6216216216216216,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-6.7443599700927725,10.146147727966307
371,371,371,371,371,371,371,371,371,371,371,you,you,you,372,53,5,Verse 2,30,217,7,7,7,"[109, 112, 244, 372, 434, 465, 485]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,31,0.476923076923077,0.9991,177,0.9567567567567568,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-13.022394180297852,-17.202014923095707
372,372,372,372,372,372,372,372,372,372,372,know,know,know,373,53,5,Verse 2,30,218,3,3,3,"[46, 373, 436]","[('know', 'VB')]",V,POSITIVE,0.9948,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,31,0.476923076923077,0.9948,143,0.772972972972973,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,-14.030466079711914,5.764551162719728
373,373,373,373,373,373,373,373,373,373,373,what,what,what,374,53,5,Verse 2,30,219,1,1,1,[374],"[('what', 'WP')]",OTH,POSITIVE,0.9943,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,31,0.476923076923077,0.9943,140,0.7567567567567568,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,17.214601516723633,-6.441211700439452
374,374,374,374,374,374,374,374,374,374,374,I,I,I,375,53,5,Verse 2,30,220,12,12,12,"[44, 57, 91, 196, 200, 247, 258, 275, 330, 335, 375, 536]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,31,0.476923076923077,0.9797,99,0.5351351351351351,pos_word_neg_line,Ice Ice Baby,Vanilla Ice,10.167547225952148,-4.051788806915283
375,375,375,375,375,375,375,375,375,375,375,mean,mean,mean,376,53,5,Verse 2,30,221,1,1,1,[376],"[('mean', 'NN')]",N,NEGATIVE,0.9997,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,31,0.476923076923077,-0.9997,0,0.0,neg_word_neg_line,Ice Ice Baby,Vanilla Ice,-13.107221603393555,6.3056488037109375
376,376,376,376,376,376,376,376,376,376,376,They,They,they,377,54,5,Verse 2,31,222,1,1,1,[377],"[('they', 'PRP')]",PRON,POSITIVE,0.9649,They passed me up confronted all the dope fiends, they passed me up confronted all the dope fiends,POSITIVE,0.9322,0.9322,45,0.6923076923076923,0.9649,85,0.4594594594594595,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,9.974092483520508,-4.993687152862549
377,377,377,377,377,377,377,377,377,377,377,passed,passed,passed,378,54,5,Verse 2,31,223,1,1,1,[378],"[('passed', 'VBN')]",V,NEGATIVE,0.9959,They passed me up confronted all the dope fiends, they passed me up confronted all the dope fiends,POSITIVE,0.9322,0.9322,45,0.6923076923076923,-0.9959,20,0.10810810810810813,neg_word_pos_line,Ice Ice Baby,Vanilla Ice,-4.1756672859191895,-3.4187533855438232
378,378,378,378,378,378,378,378,378,378,378,me,me,me,379,54,5,Verse 2,31,224,2,2,2,"[30, 379]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,They passed me up confronted all the dope fiends, they passed me up confronted all the dope fiends,POSITIVE,0.9322,0.9322,45,0.6923076923076923,0.9947,142,0.7675675675675676,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-15.489153861999512,-10.019376754760742
379,379,379,379,379,379,379,379,379,379,379,up,up,up,380,54,5,Verse 2,31,225,3,3,3,"[65, 210, 380]","[('up', 'RB')]",ADV,POSITIVE,0.9992,They passed me up confronted all the dope fiends, they passed me up confronted all the dope fiends,POSITIVE,0.9322,0.9322,45,0.6923076923076923,0.9992,178,0.9621621621621622,pos_word_pos_line,Ice Ice Baby,Vanilla Ice,-12.374776840209961,-8.064862251281737
