,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,tsne_x,tsne_y
320,of,of,of,321,46,5,Verse 2,23,166,5,5,5,"[29, 186, 321, 477, 580]","[('of', 'IN')]",PREP,POSITIVE,0.9193,The chumps acting ill because they're full of eight ball, the chumps acting ill because they're full of eight ball,NEGATIVE,0.9997,-0.9997,0,0.0,0.9193,74,0.4,17.507555,13.04718
321,eight,eight,eight,322,46,5,Verse 2,23,167,1,1,1,[322],"[('eight', 'CD')]",DET,POSITIVE,0.9912,The chumps acting ill because they're full of eight ball, the chumps acting ill because they're full of eight ball,NEGATIVE,0.9997,-0.9997,0,0.0,0.9912,125,0.6756756756756757,-4.3131413,-25.40897
322,ball,ball,ball,323,46,5,Verse 2,23,168,1,1,1,[323],"[('ball', 'NN')]",N,POSITIVE,0.9941,The chumps acting ill because they're full of eight ball, the chumps acting ill because they're full of eight ball,NEGATIVE,0.9997,-0.9997,0,0.0,0.9941,138,0.745945945945946,-4.5614185,-8.890539
323,Gunshots,Gunshots,gunshots,324,47,5,Verse 2,24,169,1,1,1,[324],"[('gunshots', 'NNS')]",N,NEGATIVE,0.995,Gunshots raged out like a bell, gunshots raged out like a bell,NEGATIVE,0.9948,-0.9948,15,0.22388059701492538,-0.995,21,0.11351351351351352,-12.92604,-16.594137
324,raged,raged,raged,325,47,5,Verse 2,24,170,1,1,1,[325],"[('raged', 'VBN')]",V,NEGATIVE,0.9986,Gunshots raged out like a bell, gunshots raged out like a bell,NEGATIVE,0.9948,-0.9948,15,0.22388059701492538,-0.9986,10,0.05405405405405406,0.9937859,-1.0948683
325,out,out,out,326,47,5,Verse 2,24,171,6,6,6,"[132, 295, 326, 396, 550, 579]","[('out', 'IN')]",PREP,NEGATIVE,0.9803,Gunshots raged out like a bell, gunshots raged out like a bell,NEGATIVE,0.9948,-0.9948,15,0.22388059701492538,-0.9803,30,0.16216216216216217,-6.449272,10.997597
326,like,like,like,327,47,5,Verse 2,24,172,9,9,9,"[33, 61, 72, 85, 183, 327, 458, 497, 501]","[('like', 'IN')]",PREP,POSITIVE,0.9911,Gunshots raged out like a bell, gunshots raged out like a bell,NEGATIVE,0.9948,-0.9948,15,0.22388059701492538,0.9911,124,0.6702702702702703,21.07147,-1.318594
327,a,a,a,328,47,5,Verse 2,24,173,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,Gunshots raged out like a bell, gunshots raged out like a bell,NEGATIVE,0.9948,-0.9948,15,0.22388059701492538,0.9873,113,0.6108108108108108,2.5545998,24.60718
328,bell,bell,bell,329,47,5,Verse 2,24,174,1,1,1,[329],"[('bell', 'NN')]",N,POSITIVE,0.9597,Gunshots raged out like a bell, gunshots raged out like a bell,NEGATIVE,0.9948,-0.9948,15,0.22388059701492538,0.9597,81,0.43783783783783786,-4.42157,-9.027354
329,I,I,I,330,48,5,Verse 2,25,175,12,12,12,"[44, 57, 91, 196, 200, 247, 258, 275, 330, 335, 375, 536]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.1791044776119403,0.9797,98,0.5297297297297298,12.36682,22.093658
330,grabbed,grabbed,grabbed,331,48,5,Verse 2,25,176,1,1,1,[331],"[('grabbed', 'NNS')]",N,POSITIVE,0.9774,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.1791044776119403,0.9774,91,0.4918918918918919,0.32876047,-0.1702783
331,my,my,my,332,48,5,Verse 2,25,177,11,11,11,"[136, 223, 230, 332, 347, 400, 438, 456, 523, 538, 554]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.1791044776119403,0.9935,134,0.7243243243243244,-11.748093,9.551775
332,nine,nine,nine,333,48,5,Verse 2,25,178,2,2,2,"[306, 333]","[('nine', 'CD')]",DET,POSITIVE,0.9934,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.1791044776119403,0.9934,133,0.7189189189189189,-4.307164,-25.410683
333,all,all,all,334,48,5,Verse 2,25,179,3,3,3,"[334, 382, 442]","[('all', 'DT')]",DET,POSITIVE,0.9903,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.1791044776119403,0.9903,120,0.6486486486486487,16.210382,-6.053136
334,I,I,I,335,48,5,Verse 2,25,180,12,12,12,"[44, 57, 91, 196, 200, 247, 258, 275, 330, 335, 375, 536]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.1791044776119403,0.9797,98,0.5297297297297298,11.981974,21.787714
335,heard,heard,heard,336,48,5,Verse 2,25,181,1,1,1,[336],"[('heard', 'NN')]",N,POSITIVE,0.9983,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.1791044776119403,0.9983,169,0.9135135135135135,-2.7254808,13.85562
336,were,were,were,337,48,5,Verse 2,25,182,2,2,2,"[282, 337]","[('were', 'VBD')]",V,POSITIVE,0.7284,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.1791044776119403,0.7284,57,0.3081081081081081,14.509488,1.8188488
337,shells,shells,shells,338,48,5,Verse 2,25,183,1,1,1,[338],"[('shells', 'NNS')]",N,POSITIVE,0.9887,I grabbed my nine all I heard were shells, I grabbed my nine all I heard were shells,NEGATIVE,0.9964,-0.9964,12,0.1791044776119403,0.9887,116,0.6270270270270271,-3.3962169,-4.261374
338,Falling,Falling,falling,339,49,5,Verse 2,26,184,1,1,1,[339],"[('falling', 'VBG')]",V,NEGATIVE,0.9985,Falling on the concrete real fast, falling on the concrete real fast,POSITIVE,0.8699,0.8699,40,0.5970149253731343,-0.9985,11,0.05945945945945946,-0.30561018,-3.347887
339,on,on,on,340,49,5,Verse 2,26,185,9,9,9,"[213, 236, 252, 311, 340, 350, 369, 428, 493]","[('on', 'IN')]",PREP,POSITIVE,0.987,Falling on the concrete real fast, falling on the concrete real fast,POSITIVE,0.8699,0.8699,40,0.5970149253731343,0.987,112,0.6054054054054054,10.9289,13.236869
340,the,the,the,341,49,5,Verse 2,26,186,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Falling on the concrete real fast, falling on the concrete real fast,POSITIVE,0.8699,0.8699,40,0.5970149253731343,0.9636,83,0.4486486486486487,7.8080025,5.581892
341,concrete,concrete,concrete,342,49,5,Verse 2,26,187,1,1,1,[342],"[('concrete', 'NN')]",N,POSITIVE,0.9992,Falling on the concrete real fast, falling on the concrete real fast,POSITIVE,0.8699,0.8699,40,0.5970149253731343,0.9992,178,0.9621621621621622,-10.976368,-12.380599
342,real,real,real,343,49,5,Verse 2,26,188,1,1,1,[343],"[('real', 'JJ')]",ADJ,POSITIVE,0.9999,Falling on the concrete real fast, falling on the concrete real fast,POSITIVE,0.8699,0.8699,40,0.5970149253731343,0.9999,185,1.0,-5.5230427,-7.1108866
343,fast,fast,fast,344,49,5,Verse 2,26,189,2,2,2,"[344, 506]","[('fast', 'NN')]",N,POSITIVE,0.9989,Falling on the concrete real fast, falling on the concrete real fast,POSITIVE,0.8699,0.8699,40,0.5970149253731343,0.9989,175,0.9459459459459459,1.4160088,-6.57176
344,Jumped,Jumped,jumped,345,50,5,Verse 2,27,190,1,1,1,[345],"[('jumped', 'NN')]",N,POSITIVE,0.9973,Jumped in my car slammed on the gas, jumped in my car slammed on the gas,NEGATIVE,0.9844,-0.9844,23,0.34328358208955223,0.9973,160,0.8648648648648649,-0.52526367,-0.012511018
345,in,in,in,346,50,5,Verse 2,27,191,5,5,5,"[166, 222, 346, 432, 452]","[('in', 'IN')]",PREP,POSITIVE,0.979,Jumped in my car slammed on the gas, jumped in my car slammed on the gas,NEGATIVE,0.9844,-0.9844,23,0.34328358208955223,0.979,95,0.5135135135135135,13.438147,10.280269
346,my,my,my,347,50,5,Verse 2,27,192,11,11,11,"[136, 223, 230, 332, 347, 400, 438, 456, 523, 538, 554]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,Jumped in my car slammed on the gas, jumped in my car slammed on the gas,NEGATIVE,0.9844,-0.9844,23,0.34328358208955223,0.9935,134,0.7243243243243244,-11.416852,9.356776
347,car,car,car,348,50,5,Verse 2,27,193,1,1,1,[348],"[('car', 'NN')]",N,POSITIVE,0.996,Jumped in my car slammed on the gas, jumped in my car slammed on the gas,NEGATIVE,0.9844,-0.9844,23,0.34328358208955223,0.996,149,0.8054054054054054,-7.8930206,-13.090932
348,slammed,slammed,slammed,349,50,5,Verse 2,27,194,1,1,1,[349],"[('slammed', 'VBN')]",V,NEGATIVE,0.9993,Jumped in my car slammed on the gas, jumped in my car slammed on the gas,NEGATIVE,0.9844,-0.9844,23,0.34328358208955223,-0.9993,4,0.021621621621621623,0.62579435,-0.7190176
349,on,on,on,350,50,5,Verse 2,27,195,9,9,9,"[213, 236, 252, 311, 340, 350, 369, 428, 493]","[('on', 'IN')]",PREP,POSITIVE,0.987,Jumped in my car slammed on the gas, jumped in my car slammed on the gas,NEGATIVE,0.9844,-0.9844,23,0.34328358208955223,0.987,112,0.6054054054054054,10.550804,13.111568
350,the,the,the,351,50,5,Verse 2,27,196,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Jumped in my car slammed on the gas, jumped in my car slammed on the gas,NEGATIVE,0.9844,-0.9844,23,0.34328358208955223,0.9636,83,0.4486486486486487,10.892855,5.8162217
351,gas,gas,gas,352,50,5,Verse 2,27,197,1,1,1,[352],"[('gas', 'NN')]",N,POSITIVE,0.7541,Jumped in my car slammed on the gas, jumped in my car slammed on the gas,NEGATIVE,0.9844,-0.9844,23,0.34328358208955223,0.7541,60,0.32432432432432434,-10.1596365,-11.434209
352,Bumper,Bumper,bumper,353,51,5,Verse 2,28,198,2,2,2,"[353, 355]","[('bumper', 'NN')]",N,NEGATIVE,0.9079,Bumper to bumper the avenue's packed, bumper to bumper the avenue's packed,POSITIVE,0.9997,0.9997,67,1.0,-0.9079,43,0.23243243243243245,-5.0550046,-0.6710679
353,to,to,to,354,51,5,Verse 2,28,199,14,14,14,"[54, 173, 176, 218, 240, 254, 265, 277, 354, 361, 447, 487, 528, 583]","[('to', 'TO')]",OTH,POSITIVE,0.9653,Bumper to bumper the avenue's packed, bumper to bumper the avenue's packed,POSITIVE,0.9997,0.9997,67,1.0,0.9653,85,0.4594594594594595,-5.4525285,26.2772
354,bumper,bumper,bumper,355,51,5,Verse 2,28,200,2,2,2,"[353, 355]","[('bumper', 'NN')]",N,NEGATIVE,0.9079,Bumper to bumper the avenue's packed, bumper to bumper the avenue's packed,POSITIVE,0.9997,0.9997,67,1.0,-0.9079,43,0.23243243243243245,-5.0553455,-0.67101705
355,the,the,the,356,51,5,Verse 2,28,201,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Bumper to bumper the avenue's packed, bumper to bumper the avenue's packed,POSITIVE,0.9997,0.9997,67,1.0,0.9636,83,0.4486486486486487,9.390836,5.798264
356,avenue's,avenue's,avenue's,357,51,5,Verse 2,28,202,1,1,1,[357],"[('avenue', 'NN'), (""'s"", 'POS')]",MULT,POSITIVE,0.9908,Bumper to bumper the avenue's packed, bumper to bumper the avenue's packed,POSITIVE,0.9997,0.9997,67,1.0,0.9908,123,0.6648648648648648,1.4548613,-19.677385
357,packed,packed,packed,358,51,5,Verse 2,28,203,1,1,1,[358],"[('packed', 'NNS')]",N,POSITIVE,0.9997,Bumper to bumper the avenue's packed, bumper to bumper the avenue's packed,POSITIVE,0.9997,0.9997,67,1.0,0.9997,183,0.9891891891891892,-0.8848351,-4.9536395
358,I'm,I'm,I'm,359,52,5,Verse 2,29,204,6,6,6,"[81, 212, 263, 294, 359, 423]","[('I', 'PRP'), (""'m"", 'VBP')]",MULT,POSITIVE,0.9981,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16417910447761194,0.9981,167,0.9027027027027027,14.154505,-16.702488
359,trying,trying,trying,360,52,5,Verse 2,29,205,1,1,1,[360],"[('trying', 'VBG')]",V,POSITIVE,0.9172,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16417910447761194,0.9172,73,0.3945945945945946,-0.0022661197,-2.3061981
360,to,to,to,361,52,5,Verse 2,29,206,14,14,14,"[54, 173, 176, 218, 240, 254, 265, 277, 354, 361, 447, 487, 528, 583]","[('to', 'TO')]",OTH,POSITIVE,0.9653,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16417910447761194,0.9653,85,0.4594594594594595,-6.145679,25.315674
361,get,get,get,362,52,5,Verse 2,29,207,3,3,3,"[362, 529, 578]","[('get', 'VB')]",V,POSITIVE,0.9973,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16417910447761194,0.9973,160,0.8648648648648649,0.57312214,8.096376
362,away,away,away,363,52,5,Verse 2,29,208,1,1,1,[363],"[('away', 'RB')]",ADV,NEGATIVE,0.9977,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16417910447761194,-0.9977,14,0.07567567567567568,-3.7234077,-20.56556
363,before,before,before,364,52,5,Verse 2,29,209,1,1,1,[364],"[('before', 'IN')]",PREP,POSITIVE,0.8023,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16417910447761194,0.8023,63,0.34054054054054056,13.431842,-2.749568
364,the,the,the,365,52,5,Verse 2,29,210,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16417910447761194,0.9636,83,0.4486486486486487,9.21865,5.1553955
365,jackers,jackers,jackers,366,52,5,Verse 2,29,211,1,1,1,[366],"[('jackers', 'NNS')]",N,NEGATIVE,0.8494,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16417910447761194,-0.8494,47,0.25405405405405407,-16.790339,-16.347092
366,jack,jack,jack,367,52,5,Verse 2,29,212,1,1,1,[367],"[('jack', 'NN')]",N,POSITIVE,0.9983,I'm trying to get away before the jackers jack, I'm trying to get away before the jackers jack,NEGATIVE,0.997,-0.997,11,0.16417910447761194,0.9983,169,0.9135135135135135,-17.180483,-0.11150707
367,Police,Police,police,368,53,5,Verse 2,30,213,1,1,1,[368],"[('police', 'NNS')]",N,NEGATIVE,0.9463,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,32,0.47761194029850745,-0.9463,36,0.1945945945945946,-12.9212885,-10.182243
368,on,on,on,369,53,5,Verse 2,30,214,9,9,9,"[213, 236, 252, 311, 340, 350, 369, 428, 493]","[('on', 'IN')]",PREP,POSITIVE,0.987,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,32,0.47761194029850745,0.987,112,0.6054054054054054,10.598321,12.693397
369,the,the,the,370,53,5,Verse 2,30,215,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,32,0.47761194029850745,0.9636,83,0.4486486486486487,10.42762,4.912995
370,scene,scene,scene,371,53,5,Verse 2,30,216,2,2,2,"[371, 430]","[('scene', 'NN')]",N,POSITIVE,0.9878,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,32,0.47761194029850745,0.9878,114,0.6162162162162163,-10.870903,-1.0358505
371,you,you,you,372,53,5,Verse 2,30,217,7,7,7,"[109, 112, 244, 372, 434, 465, 485]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,32,0.47761194029850745,0.9991,177,0.9567567567567568,-17.853329,14.364119
372,know,know,know,373,53,5,Verse 2,30,218,3,3,3,"[46, 373, 436]","[('know', 'VB')]",V,POSITIVE,0.9948,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,32,0.47761194029850745,0.9948,143,0.772972972972973,-0.6847591,14.247807
373,what,what,what,374,53,5,Verse 2,30,219,1,1,1,[374],"[('what', 'WP')]",OTH,POSITIVE,0.9943,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,32,0.47761194029850745,0.9943,139,0.7513513513513513,9.355552,-1.3214012
374,I,I,I,375,53,5,Verse 2,30,220,12,12,12,"[44, 57, 91, 196, 200, 247, 258, 275, 330, 335, 375, 536]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,32,0.47761194029850745,0.9797,98,0.5297297297297298,12.714219,21.160803
375,mean,mean,mean,376,53,5,Verse 2,30,221,1,1,1,[376],"[('mean', 'NN')]",N,NEGATIVE,0.9997,Police on the scene you know what I mean, police on the scene you know what I mean,NEGATIVE,0.8684,-0.8684,32,0.47761194029850745,-0.9997,0,0.0,0.028435845,14.70183
376,They,They,they,377,54,5,Verse 2,31,222,1,1,1,[377],"[('they', 'PRP')]",PRON,POSITIVE,0.9649,They passed me up confronted all the dope fiends, they passed me up confronted all the dope fiends,POSITIVE,0.9322,0.9322,44,0.6567164179104478,0.9649,84,0.4540540540540541,11.389826,-6.955887
377,passed,passed,passed,378,54,5,Verse 2,31,223,1,1,1,[378],"[('passed', 'VBN')]",V,NEGATIVE,0.9959,They passed me up confronted all the dope fiends, they passed me up confronted all the dope fiends,POSITIVE,0.9322,0.9322,44,0.6567164179104478,-0.9959,20,0.10810810810810811,1.5173934,-0.062464956
378,me,me,me,379,54,5,Verse 2,31,224,2,2,2,"[30, 379]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,They passed me up confronted all the dope fiends, they passed me up confronted all the dope fiends,POSITIVE,0.9322,0.9322,44,0.6567164179104478,0.9947,142,0.7675675675675676,-11.863569,13.536073
379,up,up,up,380,54,5,Verse 2,31,225,3,3,3,"[65, 210, 380]","[('up', 'RB')]",ADV,POSITIVE,0.9992,They passed me up confronted all the dope fiends, they passed me up confronted all the dope fiends,POSITIVE,0.9322,0.9322,44,0.6567164179104478,0.9992,178,0.9621621621621622,-15.607631,8.123512
380,confronted,confronted,confronted,381,54,5,Verse 2,31,226,1,1,1,[381],"[('confronted', 'VBN')]",V,NEGATIVE,0.9669,They passed me up confronted all the dope fiends, they passed me up confronted all the dope fiends,POSITIVE,0.9322,0.9322,44,0.6567164179104478,-0.9669,34,0.1837837837837838,4.7010427,3.548578
381,all,all,all,382,54,5,Verse 2,31,227,3,3,3,"[334, 382, 442]","[('all', 'DT')]",DET,POSITIVE,0.9903,They passed me up confronted all the dope fiends, they passed me up confronted all the dope fiends,POSITIVE,0.9322,0.9322,44,0.6567164179104478,0.9903,120,0.6486486486486487,16.21041,-6.0531363
382,the,the,the,383,54,5,Verse 2,31,228,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,They passed me up confronted all the dope fiends, they passed me up confronted all the dope fiends,POSITIVE,0.9322,0.9322,44,0.6567164179104478,0.9636,83,0.4486486486486487,10.681882,5.3595095
383,dope,dope,dope,384,54,5,Verse 2,31,229,2,2,2,"[94, 384]","[('dope', 'NN')]",N,NEGATIVE,0.9434,They passed me up confronted all the dope fiends, they passed me up confronted all the dope fiends,POSITIVE,0.9322,0.9322,44,0.6567164179104478,-0.9434,37,0.2,-16.677248,-19.242245
384,fiends,fiends,fiends,385,54,5,Verse 2,31,230,1,1,1,[385],"[('fiends', 'NNS')]",N,NEGATIVE,0.9721,They passed me up confronted all the dope fiends, they passed me up confronted all the dope fiends,POSITIVE,0.9322,0.9322,44,0.6567164179104478,-0.9721,33,0.1783783783783784,-15.591567,-17.572935
385,If,If,if,386,55,5,Verse 2,32,231,5,5,5,"[122, 190, 386, 511, 540]","[('if', 'IN')]",PREP,POSITIVE,0.739,If there was a problem yo I'll solve it, if there was a problem yo I'll solve it,NEGATIVE,0.9975,-0.9975,10,0.14925373134328357,0.739,58,0.31351351351351353,11.070541,-0.54603696
386,there,there,there,387,55,5,Verse 2,32,232,3,3,3,"[123, 387, 541]","[('there', 'RB')]",ADV,POSITIVE,0.9937,If there was a problem yo I'll solve it, if there was a problem yo I'll solve it,NEGATIVE,0.9975,-0.9975,10,0.14925373134328357,0.9937,136,0.7351351351351352,6.8827734,-9.760452
387,was,was,was,388,55,5,Verse 2,32,233,5,5,5,"[124, 271, 388, 513, 542]","[('was', 'VBD')]",V,POSITIVE,0.7796,If there was a problem yo I'll solve it, if there was a problem yo I'll solve it,NEGATIVE,0.9975,-0.9975,10,0.14925373134328357,0.7796,61,0.32972972972972975,15.041077,1.086873
388,a,a,a,389,55,5,Verse 2,32,234,30,30,30,"[21, 27, 34, 59, 62, 66, 70, 73, 86, 93, 102, 125, 184, 202, 205, 208, 214, 260, 300, 305, 328, 389, 424, 459, 475, 478, 498, 502, 514, 543]","[('a', 'DT')]",DET,POSITIVE,0.9873,If there was a problem yo I'll solve it, if there was a problem yo I'll solve it,NEGATIVE,0.9975,-0.9975,10,0.14925373134328357,0.9873,113,0.6108108108108108,2.2824295,26.404945
389,problem,problem,problem,390,55,5,Verse 2,32,235,3,3,3,"[126, 390, 544]","[('problem', 'NN')]",N,NEGATIVE,0.9995,If there was a problem yo I'll solve it, if there was a problem yo I'll solve it,NEGATIVE,0.9975,-0.9975,10,0.14925373134328357,-0.9995,2,0.010810810810810811,-11.531334,-3.6024868
390,yo,yo,yo,391,55,5,Verse 2,32,236,7,7,7,"[1, 43, 127, 273, 391, 545, 575]","[('yo', 'NN')]",N,POSITIVE,0.9966,If there was a problem yo I'll solve it, if there was a problem yo I'll solve it,NEGATIVE,0.9975,-0.9975,10,0.14925373134328357,0.9966,154,0.8324324324324325,-20.068638,10.112752
391,I'll,I'll,I'll,392,55,5,Verse 2,32,237,4,4,4,"[52, 128, 392, 546]","[('I', 'PRP'), (""'ll"", 'MD')]",MULT,POSITIVE,0.9997,If there was a problem yo I'll solve it, if there was a problem yo I'll solve it,NEGATIVE,0.9975,-0.9975,10,0.14925373134328357,0.9997,183,0.9891891891891892,16.623213,-17.113817
392,solve,solve,solve,393,55,5,Verse 2,32,238,3,3,3,"[129, 393, 547]","[('solve', 'NN')]",N,POSITIVE,0.9941,If there was a problem yo I'll solve it, if there was a problem yo I'll solve it,NEGATIVE,0.9975,-0.9975,10,0.14925373134328357,0.9941,138,0.745945945945946,1.0371693,11.127255
393,it,it,it,394,55,5,Verse 2,32,239,13,13,13,"[5, 40, 105, 108, 130, 139, 394, 403, 437, 482, 518, 548, 557]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,If there was a problem yo I'll solve it, if there was a problem yo I'll solve it,NEGATIVE,0.9975,-0.9975,10,0.14925373134328357,0.9927,129,0.6972972972972973,12.37079,-8.0276165
394,Check,Check,check,395,56,5,Verse 2,33,240,3,3,3,"[131, 395, 549]","[('check', 'NN')]",N,POSITIVE,0.9963,Check out the hook while my DJ revolves it, check out the hook while my dj revolves it,POSITIVE,0.9857,0.9857,50,0.746268656716418,0.9963,151,0.8162162162162162,-3.1401303,5.363699
395,out,out,out,396,56,5,Verse 2,33,241,6,6,6,"[132, 295, 326, 396, 550, 579]","[('out', 'IN')]",PREP,NEGATIVE,0.9803,Check out the hook while my DJ revolves it, check out the hook while my dj revolves it,POSITIVE,0.9857,0.9857,50,0.746268656716418,-0.9803,30,0.16216216216216217,-6.449272,10.997596
396,the,the,the,397,56,5,Verse 2,33,242,34,34,34,"[49, 55, 77, 99, 115, 117, 133, 158, 163, 168, 174, 177, 226, 234, 255, 266, 269, 309, 312, 314, 341, 351, 356, 365, 370, 383, 397, 429, 443, 453, 494, 520, 533, 551]","[('the', 'DT')]",DET,POSITIVE,0.9636,Check out the hook while my DJ revolves it, check out the hook while my dj revolves it,POSITIVE,0.9857,0.9857,50,0.746268656716418,0.9636,83,0.4486486486486487,10.648201,6.936065
397,hook,hook,hook,398,56,5,Verse 2,33,243,3,3,3,"[134, 398, 552]","[('hook', 'NN')]",N,POSITIVE,0.5838,Check out the hook while my DJ revolves it, check out the hook while my dj revolves it,POSITIVE,0.9857,0.9857,50,0.746268656716418,0.5838,56,0.3027027027027027,3.836653,6.0360627
398,while,while,while,399,56,5,Verse 2,33,244,4,4,4,"[135, 399, 535, 553]","[('while', 'IN')]",PREP,POSITIVE,0.5823,Check out the hook while my DJ revolves it, check out the hook while my dj revolves it,POSITIVE,0.9857,0.9857,50,0.746268656716418,0.5823,55,0.2972972972972973,19.692692,9.027832
399,my,my,my,400,56,5,Verse 2,33,245,11,11,11,"[136, 223, 230, 332, 347, 400, 438, 456, 523, 538, 554]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,Check out the hook while my DJ revolves it, check out the hook while my dj revolves it,POSITIVE,0.9857,0.9857,50,0.746268656716418,0.9935,134,0.7243243243243244,-11.340246,9.106526
400,DJ,DJ,dj,401,56,5,Verse 2,33,246,3,3,3,"[137, 401, 555]","[('dj', 'NN')]",N,POSITIVE,0.9905,Check out the hook while my DJ revolves it, check out the hook while my dj revolves it,POSITIVE,0.9857,0.9857,50,0.746268656716418,0.9905,121,0.654054054054054,-14.462084,-7.203199
401,revolves,revolves,revolves,402,56,5,Verse 2,33,247,3,3,3,"[138, 402, 556]","[('revolves', 'NNS')]",N,POSITIVE,0.9989,Check out the hook while my DJ revolves it, check out the hook while my dj revolves it,POSITIVE,0.9857,0.9857,50,0.746268656716418,0.9989,175,0.9459459459459459,6.9302473,11.728701
